PeakID (cmd=annotatePeaks.pl /exports/humgen/jihed/Coordinate_TOKEEP/atac_peaks/ATAC_Veronica_DN1/DN1_KO_more_accessible_allvsall.txt mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Merged-chr15-86446315-1	chr15	86446195	86446436	+	10.40	NA	intron (NM_001358062, intron 8 of 9)	MTC|LTR|ERVL-MaLR	168640	NM_001358062	223754	Mm.28904	NM_145476	ENSMUSG00000051864	Tbc1d22a	BC023106|D15Ertd781e	TBC1 domain family, member 22a	protein-coding
Merged-chr10-115624174-1	chr10	115624056	115624293	+	10.30	NA	Intergenic	Intergenic	-36394	NM_010195	14160	Mm.42103	NM_010195	ENSMUSG00000020140	Lgr5	FEX|Gpr49	leucine rich repeat containing G protein coupled receptor 5	protein-coding
Merged-chr9-80382985-1	chr9	80382815	80383157	+	10.30	NA	intron (NM_022016, intron 9 of 16)	intron (NM_022016, intron 9 of 16)	82452	NM_022016	63859	Mm.422780	NM_022016	ENSMUSG00000032343	Impg1	A930015H12Rik|IMP150|SPACR	interphotoreceptor matrix proteoglycan 1	protein-coding
Merged-chr8-86921178-1	chr8	86921069	86921289	+	10.30	NA	Intergenic	Intergenic	-35921	NM_030563	80750	Mm.25117	NM_030563	ENSMUSG00000031652	N4bp1	AI481586|C81621	NEDD4 binding protein 1	protein-coding
Merged-chr6-51606638-2	chr6	51606469	51606853	+	10.29	NA	Intergenic	Intergenic	61368	NM_001361577	71982	Mm.294166	NM_028035	ENSMUSG00000038301	Snx10	2410004M09Rik	sorting nexin 10	protein-coding
Merged-chr5-52087080-1	chr5	52086867	52087294	+	10.27	NA	Intergenic	Intergenic	48937	NR_105845	102466648		NR_105845	ENSMUSG00000098726	Mir6417	Gm27334|mmu-mir-6417	microRNA 6417	ncRNA
Merged-chr17-18458384-4	chr17	18458057	18458696	+	10.27	NA	Intergenic	RLTR50A|LTR|ERVK	34272	NM_001102581	328759	Mm.469839	NM_001102581	ENSMUSG00000091631	Vmn2r95	-	vomeronasal 2, receptor 95	protein-coding
Merged-chr17-16891840-1	chr17	16891754	16891928	+	10.27	NA	Intergenic	L1Md_F|LINE|L1	-172262	NM_001005358	449000	Mm.483718	NM_001005358	ENSMUSG00000096696	Zfp960	-	zinc finger protein 960	protein-coding
Merged-chr14-99885575-1	chr14	99885384	99885768	+	10.27	NA	intron (NM_010636, intron 6 of 6)	intron (NM_010636, intron 6 of 6)	264220	NM_010636	16597	Mm.396499	NM_010636	ENSMUSG00000072294	Klf12	2700063E05Rik|AI225908|AI315654|AP-2rep|B130052C06Rik|D530033K05Rik	Kruppel-like factor 12	protein-coding
Merged-chr15-58093506-1	chr15	58093386	58093628	+	10.20	NA	TTS (NM_027435)	TTS (NM_027435)	-16999	NM_001042438	22770	Mm.244931	NM_009572	ENSMUSG00000022361	Zhx1	-	zinc fingers and homeoboxes 1	protein-coding
Merged-chr10-34862789-1	chr10	34862627	34862952	+	10.20	NA	Intergenic	Intergenic	379389	NM_010237	14302	Mm.332432	NM_010237	ENSMUSG00000019779	Frk	BSK|BSK/IYK|C85044|GTK|RAK	fyn-related kinase	protein-coding
Merged-chr9-81744743-1	chr9	81744668	81744819	+	10.20	NA	Intergenic	Intergenic	-110911	NM_010482	15551	Mm.445308	NM_010482	ENSMUSG00000049511	Htr1b	5-HT-1B	5-hydroxytryptamine (serotonin) receptor 1B	protein-coding
Merged-chr6-140535639-1	chr6	140535519	140535761	+	10.20	NA	intron (NM_144920, intron 8 of 30)	intron (NM_144920, intron 8 of 30)	-87023	NM_178803	11569	Mm.86453	NM_009637	ENSMUSG00000030232	Aebp2	AU023766|B230313N05Rik	AE binding protein 2	protein-coding
Merged-chr8-9096190-1	chr8	9096082	9096300	+	10.20	NA	Intergenic	Intergenic	36097	NR_045854	71249	Mm.158635	NR_045854	ENSMUSG00000108848	4933430N04Rik	-	RIKEN cDNA 4933430N04 gene	ncRNA
Merged-chr5-55077454-1	chr5	55077333	55077577	+	10.20	NA	Intergenic	RLTR45|LTR|ERVK	727463	NR_038045	330086	Mm.254449	NM_177871	ENSMUSG00000105912	Gm10440	D130065D13	predicted gene 10440	ncRNA
Merged-chr14-37742453-3	chr14	37742264	37742637	+	10.18	NA	Intergenic	RLTR9D|LTR|ERVK	-607128	NM_078478	66092	Mm.182912	NM_078478	ENSMUSG00000041028	Ghitm	1010001P14Rik|C77840|MICS1|PTD010|Tmbim5	growth hormone inducible transmembrane protein	protein-coding
Merged-chr4-47842353-3	chr4	47842053	47842595	+	10.17	NA	Intergenic	Intergenic	-202981	NM_015743	18124	Mm.247261	NM_015743	ENSMUSG00000028341	Nr4a3	AI573420|CHN|CSMF|MINOR|NOR-1|Nor1|TEC	nuclear receptor subfamily 4, group A, member 3	protein-coding
Merged-chr8-128549974-2	chr8	128549837	128550081	+	10.13	NA	Intergenic	Intergenic	-135695	NM_010578	16412	Mm.263396	NM_010578	ENSMUSG00000025809	Itgb1	4633401G24Rik|AA409975|AA960159|CD29|Fnrb|Gm9863|gpIIa	integrin beta 1 (fibronectin receptor beta)	protein-coding
Merged-chr13-84647160-4	chr13	84646859	84647711	+	10.11	NA	Intergenic	Intergenic	424989	NR_029419	72745	Mm.295063	NM_175187	ENSMUSG00000035762	Tmem161b	2810446P07Rik|AI843389	transmembrane protein 161B	protein-coding
Merged-chr5-113293004-1	chr5	113292895	113293115	+	10.10	NA	intron (NM_172718, intron 2 of 24)	intron (NM_172718, intron 2 of 24)	-12404	NM_001309528	52850	Mm.200203	NM_172718	ENSMUSG00000042216	Sgsm1	2410098H20Rik|AA408781|D5Bwg1524e|E130107M15|NuIP|Rutbc2	small G protein signaling modulator 1	protein-coding
Merged-chr15-101298180-1	chr15	101298105	101298256	+	10.00	NA	TTS (NM_001369218)	TTS (NM_001369218)	4955	NM_001369218	77717	Mm.391998	NM_001369218	ENSMUSG00000075408	Smim41	6030408B16Rik|AI225877	small integral membrane protein 41	protein-coding
Merged-chr4-39475066-2	chr4	39474904	39475308	+	10.00	NA	Intergenic	Lx8|LINE|L1	24813	NM_001081095	75471	Mm.23522	NM_001081095	ENSMUSG00000028287	1700009N14Rik	AI429145	RIKEN cDNA 1700009N14 gene	protein-coding
Merged-chr7-63522525-1	chr7	63522347	63522704	+	10.00	NA	intron (NM_130880, intron 1 of 13)	intron (NM_130880, intron 1 of 13)	77753	NM_130880	170711	Mm.156872	NM_130880	ENSMUSG00000033510	Otud7a	AJ430384|Otud7	OTU domain containing 7A	protein-coding
Merged-chr15-69413917-1	chr15	69413822	69414014	+	10.00	NA	Intergenic	Intergenic	143385	NR_130983	75076		NR_130983	ENSMUSG00000116167	4930504C09Rik	-	RIKEN cDNA 4930504C09 gene	ncRNA
Merged-chr5-11912305-3	chr5	11911962	11912648	+	10.00	NA	Intergenic	L1_Mus1|LINE|L1	-5738	NM_001177510	545732	Mm.389066	NM_001177510	ENSMUSG00000067848	4933402N22Rik	-	RIKEN cDNA 4933402N22 gene	protein-coding
Merged-chr12-41407760-1	chr12	41407631	41407890	+	10.00	NA	intron (NM_053122, intron 4 of 6)	ORR1C1-int|LTR|ERVL-MaLR	78297	NM_010733	16981	Mm.404786	NM_010733	ENSMUSG00000036295	Lrrn3	NLRR-3	leucine rich repeat protein 3, neuronal	protein-coding
Merged-chr11-71782733-1	chr11	71782623	71782844	+	10.00	NA	intron (NM_177618, intron 5 of 8)	intron (NM_177618, intron 5 of 8)	31718	NM_001357965	216881	Mm.48648	NM_177618	ENSMUSG00000020811	Wscd1	mKIAA0523	WSC domain containing 1	protein-coding
Merged-chr15-73790028-1	chr15	73789964	73790093	+	10.00	NA	exon (NM_001368162, exon 9 of 11)	exon (NM_001368162, exon 9 of 11)	19905	NM_001362047	100041273	Mm.379154	NM_001362047		Ndufb4c	Gm3244	NADH:ubiquinone oxidoreductase subunit B4C	protein-coding
Merged-chr12-21457363-1	chr12	21457234	21457493	+	9.92	NA	Intergenic	Intergenic	-39927	NM_011739	22630	Mm.289630	NM_011739	ENSMUSG00000076432	Ywhaq	2700028P07Rik|AA409740|AU021156|R74690	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta	protein-coding
Merged-chr13-70220535-1	chr13	70220452	70220619	+	9.87	NA	Intergenic	Intergenic	-12287	NR_036596	75086	Mm.390616	NR_036596	ENSMUSG00000113463	4930520P13Rik	-	RIKEN cDNA 4930520P13 gene	ncRNA
Merged-chr14-87091445-3	chr14	87091207	87091863	+	9.80	NA	intron (NM_019670, intron 2 of 27)	intron (NM_019670, intron 2 of 27)	49689	NM_019670	56419	Mm.440585	NM_019670	ENSMUSG00000022021	Diaph3	4930417P13Rik|Dia2|Diap3|Drf3|p134MDia2	diaphanous related formin 3	protein-coding
Merged-chr6-24160009-1	chr6	24159942	24160077	+	9.80	NA	intron (NM_019481, intron 1 of 14)	intron (NM_019481, intron 1 of 14)	8083	NM_019481	55961	Mm.19299	NM_019481	ENSMUSG00000029700	Slc13a1	AI314066|AI987826|NaSi-1|Nas1	solute carrier family 13 (sodium/sulfate symporters), member 1	protein-coding
Merged-chr14-101246970-1	chr14	101246883	101247058	+	9.80	NA	Intergenic	Intergenic	-46901	NM_029680	76627	Mm.31415	NM_029680	ENSMUSG00000042888	Prr30	1700110M21Rik	proline rich 30	protein-coding
Merged-chr17-18889988-1	chr17	18889832	18890145	+	9.80	NA	Intergenic	ERVB4_3-I_MM-int|LTR|ERVK	-24334	NM_001104549	627367	Mm.384131	NM_001104549	ENSMUSG00000091491	Vmn2r97	EG627367|Vn2r97	vomeronasal 2, receptor 97	protein-coding
Merged-chr14-27348340-1	chr14	27348190	27348491	+	9.75	NA	intron (NM_001289687, intron 1 of 9)	MIRb|SINE|MIR	12303	NM_001289687	71704	Mm.248606	NM_027871	ENSMUSG00000021895	Arhgef3	1200004I24Rik|9830169H03Rik|C76747|Xpln	Rho guanine nucleotide exchange factor (GEF) 3	protein-coding
Merged-chr3-55721408-2	chr3	55721257	55721534	+	9.73	NA	intron (NM_030595, intron 43 of 57)	intron (NM_030595, intron 43 of 57)	-61115	NM_010750	17116	Mm.440209	NM_010750	ENSMUSG00000056947	Mab21l1	AW047968	mab-21-like 1	protein-coding
Merged-chr15-39173997-10	chr15	39173156	39174631	+	9.73	NA	Intergenic	IAPEz-int|LTR|ERVK	-24393	NM_001256382	116838	Mm.309296	NM_053271	ENSMUSG00000037386	Rims2	2810036I15Rik|AW048769|RIM2|Rab3ip2|Rim2(+40A)|Rim2(+44A)|Rim2(+4A)|Serg2|Syt3-rs|mKIAA0751	regulating synaptic membrane exocytosis 2	protein-coding
Merged-chr1-28855031-1	chr1	28854856	28855208	+	9.70	NA	Intergenic	Intergenic	-74780	NM_001013750	210962	Mm.214178	NM_001013750	ENSMUSG00000048411	Gm597	-	predicted gene 597	protein-coding
Merged-chr12-62017936-4	chr12	62017553	62018231	+	9.66	NA	Intergenic	RLTR45|LTR|ERVK	494725	NM_001310586	238205	Mm.28802	NM_178714	ENSMUSG00000035653	Lrfn5	AI427653|AI604817|C130061B21|Salm5|mKIAA4208	leucine rich repeat and fibronectin type III domain containing 5	protein-coding
Merged-chr13-84648224-2	chr13	84648123	84648328	+	9.65	NA	Intergenic	Intergenic	425929	NR_029419	72745	Mm.295063	NM_175187	ENSMUSG00000035762	Tmem161b	2810446P07Rik|AI843389	transmembrane protein 161B	protein-coding
Merged-chr17-82517001-1	chr17	82516845	82517159	+	9.60	NA	Intergenic	Intergenic	561223	NR_045094	100503434	Mm.187281	NR_045094	ENSMUSG00000117399	Gm19689	-	predicted gene, 19689	ncRNA
Merged-chr5-120907538-1	chr5	120907474	120907603	+	9.60	NA	promoter-TSS (NM_145211)	promoter-TSS (NM_145211)	-13	NM_145211	246730	Mm.14301	NM_145211	ENSMUSG00000052776	Oas1a	L3	2'-5' oligoadenylate synthetase 1A	protein-coding
Merged-chr3-150853910-1	chr3	150853803	150854019	+	9.60	NA	Intergenic	Lx3A|LINE|L1	169951	NR_039540	100628568		NR_039540	ENSMUSG00000092830	Mir3963	mmu-mir-3963|mu-mir-3963	microRNA 3963	ncRNA
Merged-chr3-147206077-1	chr3	147205954	147206202	+	9.60	NA	Intergenic	Intergenic	353711	NM_001302958	70892	Mm.187793	NM_027594	ENSMUSG00000036745	Ttll7	1110049N09Rik|4921517B04Rik|C630030B20|mTTLL7	tubulin tyrosine ligase-like family, member 7	protein-coding
Merged-chr9-76605764-1	chr9	76605642	76605888	+	9.60	NA	Intergenic	Lx8|LINE|L1	-38650	NM_001045518	208994	Mm.256929	NM_001045518	ENSMUSG00000032358	Fam83b	C530008M07Rik|Gm516	family with sequence similarity 83, member B	protein-coding
Merged-chr14-33240552-1	chr14	33240456	33240649	+	9.60	NA	intron (NM_153800, intron 2 of 10)	intron (NM_153800, intron 2 of 10)	23729	NM_153800	239027	Mm.318350	NM_153800	ENSMUSG00000063506	Arhgap22	B230341L19Rik|RHOGAP2|p68RacGAP	Rho GTPase activating protein 22	protein-coding
Merged-chr11-93077152-1	chr11	93077080	93077226	+	9.60	NA	Intergenic	MIRc|SINE|MIR	-21213	NM_001361707	72605	Mm.342160	NM_028296	ENSMUSG00000056158	Car10	2700029L05Rik|BB085816|Ca10	carbonic anhydrase 10	protein-coding
Merged-chr1-143065746-2	chr1	143065464	143066114	+	9.60	NA	Intergenic	Intergenic	-574908	NM_020025	26878	Mm.285580	NM_020025	ENSMUSG00000033849	B3galt2	-	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2	protein-coding
Merged-chr11-54169933-1	chr11	54169828	54170039	+	9.60	NA	Intergenic	MTE2a|LTR|ERVL-MaLR	43355	NR_045506	71056	Mm.56332	NR_045506	ENSMUSG00000086209	4933405E24Rik	-	RIKEN cDNA 4933405E24 gene	ncRNA
Merged-chr6-32022645-1	chr6	32022551	32022741	+	9.60	NA	Intergenic	Intergenic	-27642	NM_029587	76382	Mm.23510	NM_029587	ENSMUSG00000029766	1700012A03Rik	AI429084	RIKEN cDNA 1700012A03 gene	protein-coding
Merged-chr10-103623754-3	chr10	103623550	103624017	+	9.60	NA	Intergenic	Lx8b|LINE|L1	255975	NM_001358821	103098	Mm.458408	NM_175328	ENSMUSG00000019894	Slc6a15	AA536730|AI326450|AI326451|v7-3	solute carrier family 6 (neurotransmitter transporter), member 15	protein-coding
Merged-chr5-66919261-1	chr5	66919169	66919355	+	9.60	NA	intron (NM_001368863, intron 3 of 25)	intron (NM_001368863, intron 3 of 25)	-49166	NM_001256122	77569	Mm.374778	NM_001001980	ENSMUSG00000037736	Limch1	3732412D22Rik|mKIAA1102	LIM and calponin homology domains 1	protein-coding
Merged-chr17-75437094-1	chr17	75437029	75437160	+	9.60	NA	intron (NM_001166493, intron 1 of 16)	intron (NM_001166493, intron 1 of 16)	1189	NM_001166493	240168	Mm.329203	NM_207246	ENSMUSG00000071042	Rasgrp3	BC066069|Gm327	RAS, guanyl releasing protein 3	protein-coding
Merged-chr15-29437930-3	chr15	29437665	29438161	+	9.55	NA	Intergenic	Intergenic	275491	NR_039542	100628607		NR_039542	ENSMUSG00000092639	Mir3964	mmu-mir-3964|mu-mir-3964	microRNA 3964	ncRNA
Merged-chr1-180957213-2	chr1	180957019	180957395	+	9.52	NA	intron (NM_144794, intron 8 of 22)	MTD|LTR|ERVL-MaLR	14689	NM_144794	208795	Mm.185518	NM_144794	ENSMUSG00000026519	Tmem63a	BC014795|Tmem64a	transmembrane protein 63a	protein-coding
Merged-chr5-5551398-2	chr5	5551253	5551529	+	9.50	NA	intron (NM_001357031, intron 4 of 9)	L1_Rod|LINE|L1	8150	NM_153116	207704	Mm.323984	NM_153116	ENSMUSG00000040464	Gtpbp10	4930545J22Rik|BC034507	GTP-binding protein 10 (putative)	protein-coding
Merged-chr4-71625477-1	chr4	71625379	71625577	+	9.50	NA	Intergenic	Intergenic	575415	NM_001285531	21885	Mm.278444	NM_011599	ENSMUSG00000008305	Tle1	C230057C06Rik|Estm14|Grg-1|Grg1|Tle4l	transducin-like enhancer of split 1	protein-coding
Merged-chr2-13395308-1	chr2	13395214	13395404	+	9.47	NA	intron (NM_001081084, intron 28 of 66)	MIRb|SINE|MIR	96567	NM_001081084	65969	Mm.313915	NM_001081084	ENSMUSG00000026726	Cubn	AA408369|AL022750|D2Wsu88e	cubilin (intrinsic factor-cobalamin receptor)	protein-coding
Merged-chr1-77298902-2	chr1	77298728	77299104	+	9.44	NA	Intergenic	Intergenic	197852	NR_105770	102465180		NR_105770	ENSMUSG00000099141	Mir6352	Gm27481|mmu-mir-6352	microRNA 6352	ncRNA
Merged-chr18-43650412-2	chr18	43650206	43650655	+	9.42	NA	intron (NM_001163637, intron 1 of 21)	intron (NM_001163637, intron 1 of 21)	37343	NM_001163637	76217	Mm.134602	NM_001163637	ENSMUSG00000024502	Jakmip2	6430702L21Rik|AI850334|D930046L20Rik	janus kinase and microtubule interacting protein 2	protein-coding
Merged-chr11-63258758-1	chr11	63258631	63258886	+	9.40	NA	Intergenic	Intergenic	125955	NM_001302260	18858	Mm.1237	NM_008885	ENSMUSG00000018217	Pmp22	22kDa|Gas-3|HNPP|TRE002|Tr|trembler	peripheral myelin protein 22	protein-coding
Merged-chr3-152682497-1	chr3	152682400	152682596	+	9.40	NA	Intergenic	Intergenic	-14138	NM_001355635	229949	Mm.207057	NM_001081277	ENSMUSG00000039058	Ak5	-	adenylate kinase 5	protein-coding
Merged-chr13-40136253-1	chr13	40136190	40136318	+	9.40	NA	intron (NM_172143, intron 12 of 18)	MIR3|SINE|MIR	151757	NM_172143	218165	Mm.364096	NM_172143	ENSMUSG00000047094	Ofcc1	opo	orofacial cleft 1 candidate 1	protein-coding
Merged-chr2-36198661-1	chr2	36198510	36198813	+	9.38	NA	Intergenic	Intergenic	-31765	NM_008969	19224	Mm.275434	NM_008969	ENSMUSG00000047250	Ptgs1	COX1|Cox-1|Cox-3|PGHS-1|PHS 1|Pghs1	prostaglandin-endoperoxide synthase 1	protein-coding
Merged-chr19-45206139-2	chr19	45205865	45206423	+	9.35	NA	Intergenic	Intergenic	30697	NM_010691	16814	Mm.116815	NM_010691	ENSMUSG00000025216	Lbx1	Lbx1h	ladybird homeobox 1	protein-coding
Merged-chr14-116044878-1	chr14	116044715	116045042	+	9.33	NA	intron (NM_175500, intron 7 of 7)	intron (NM_175500, intron 7 of 7)	-635326	NR_045761	75088	Mm.444706	NR_045761	ENSMUSG00000093551	4930505G20Rik	-	RIKEN cDNA 4930505G20 gene	ncRNA
Merged-chr4-3413953-3	chr4	3413620	3414278	+	9.31	NA	Intergenic	Intergenic	-123141	NR_037306	100499523		NR_037306	ENSMUSG00000094253	Mir3471-2	mmu-mir-3471-2	microRNA 3471-2	ncRNA
Merged-chr14-70245594-1	chr14	70245442	70245747	+	9.30	NA	intron (NM_008915, intron 6 of 13)	intron (NM_008915, intron 6 of 13)	-37923	NM_011366	20410	Mm.5068	NM_011366	ENSMUSG00000022091	Sorbs3	SCAM-1|SH3P3|Sh3d4|vinexin-g	sorbin and SH3 domain containing 3	protein-coding
Merged-chr16-96386019-1	chr16	96385890	96386149	+	9.20	NA	intron (NM_001177886, intron 4 of 8)	intron (NM_001177886, intron 4 of 8)	24255	NM_028078	72058	Mm.119714	NM_028078	ENSMUSG00000000159	Igsf5	2010003D20Rik|JCAM|Jam4	immunoglobulin superfamily, member 5	protein-coding
Merged-chr12-3771201-1	chr12	3771139	3771264	+	9.20	NA	intron (NR_027869, intron 16 of 20)	intron (NR_027869, intron 16 of 20)	-35779	NM_007872	13435	Mm.5001	NM_007872	ENSMUSG00000020661	Dnmt3a	MmuIIIA	DNA methyltransferase 3A	protein-coding
Merged-chr7-132275750-1	chr7	132275659	132275843	+	9.20	NA	intron (NM_029935, intron 1 of 7)	MER20|DNA|hAT-Charlie	-39913	NR_028578	100043682	Mm.482794	NR_028578	ENSMUSG00000109270	Gm10584	-	predicted gene 10584	ncRNA
Merged-chr12-66093586-1	chr12	66093461	66093712	+	9.20	NA	Intergenic	RMER3D-int|LTR|ERVK	190815	NM_001162933	238217	Mm.188575	NM_001162933	ENSMUSG00000060499	Rpl10l	EG238217	ribosomal protein L10-like	protein-coding
Merged-chr15-96276034-1	chr15	96275945	96276125	+	9.20	NA	promoter-TSS (NR_030690)	promoter-TSS (NR_030690)	-760	NR_030690	319722	Mm.103823	NR_030690		E330033B04Rik	-	RIKEN cDNA E330033B04 gene	ncRNA
Merged-chr19-17318938-1	chr19	17318789	17319089	+	9.20	NA	Intergenic	Intergenic	20566	NM_001136484	14537	Mm.244825	NM_010265	ENSMUSG00000038843	Gcnt1	5630400D21Rik|B130048E03|C2 GlcNAcT|C2GNT|IGnT	glucosaminyl (N-acetyl) transferase 1, core 2	protein-coding
Merged-chr1-33982084-1	chr1	33982009	33982161	+	9.20	NA	intron (NM_001276764, intron 3 of 102)	intron (NM_001276764, intron 3 of 102)	-29510	NM_133833	13518	Mm.336625	NM_010081	ENSMUSG00000026131	Dst	2310001O04Rik|A830042E19Rik|AW554249|BP230|BPAG1-n|Bpag|Bpag1|Macf2|ah|athetoid|dt|mKIAA0728|nmf203|nmf339	dystonin	protein-coding
Merged-chr1-10211198-3	chr1	10210935	10211557	+	9.20	NA	intron (NM_001102430, intron 5 of 37)	Lx8|LINE|L1	21424	NM_001102430	211673	Mm.229141	NM_001102430	ENSMUSG00000067851	Arfgef1	ARFGEP1|BIG1|D130059B05Rik|D730028O18Rik|P200	ADP-ribosylation factor guanine nucleotide-exchange factor 1(brefeldin A-inhibited)	protein-coding
Merged-chr14-16721613-4	chr14	16721413	16721802	+	9.17	NA	intron (NM_001289760, intron 2 of 9)	RLTR45|LTR|ERVK	-146131	NM_001289762	218772	Mm.259318	NM_011243	ENSMUSG00000017491	Rarb	A830025K23|Hap|Nr1b2	retinoic acid receptor, beta	protein-coding
Merged-chr2-48260517-3	chr2	48260352	48260689	+	9.11	NA	Intergenic	Lx9|LINE|L1	-553589	NM_007396	11480	Mm.314338	NM_007396	ENSMUSG00000052155	Acvr2a	ActrIIa|Acvr2|TactrII	activin receptor IIA	protein-coding
Merged-chr1-184143002-1	chr1	184142881	184143124	+	9.10	NA	Intergenic	Intergenic	108621	NM_022019	63953	Mm.404024	NM_022019	ENSMUSG00000039384	Dusp10	2610306G15Rik|AI158871|MKP-5|MKP5	dual specificity phosphatase 10	protein-coding
Merged-chr5-46578810-2	chr5	46578566	46579040	+	9.10	NA	Intergenic	RLTR49|LTR|ERVK	-646394	NR_110478	78106	Mm.243807	NR_110478	ENSMUSG00000106602	4930405L22Rik	-	RIKEN cDNA 4930405L22 gene	ncRNA
Merged-chr4-6723769-1	chr4	6723678	6723861	+	9.10	NA	intron (NM_145711, intron 4 of 8)	intron (NM_145711, intron 4 of 8)	266954	NM_145711	252838	Mm.435828	NM_145711	ENSMUSG00000041272	Tox	1700007F02Rik	thymocyte selection-associated high mobility group box	protein-coding
Merged-chr8-117067174-1	chr8	117067058	117067291	+	9.10	NA	intron (NM_029686, intron 6 of 42)	intron (NM_029686, intron 6 of 42)	15275	NM_029686	76645	Mm.159753	NM_029686	ENSMUSG00000034416	Pkd1l2	1700126L06Rik	polycystic kidney disease 1 like 2	protein-coding
Merged-chr18-56977955-3	chr18	56977782	56978155	+	9.08	NA	Intergenic	Intergenic	-2589	NM_029909	77422	Mm.256874	NM_029909	ENSMUSG00000024592	C330018D20Rik	AU018666	RIKEN cDNA C330018D20 gene	protein-coding
Merged-chr16-72956577-1	chr16	72956433	72956722	+	9.07	NA	intron (NM_019413, intron 6 of 28)	intron (NM_019413, intron 6 of 28)	293428	NM_019413	19876	Mm.310772	NM_019413	ENSMUSG00000022883	Robo1	AW494633|AW742721|DUTT1|Gm310	roundabout guidance receptor 1	protein-coding
Merged-chr4-66927813-1	chr4	66927676	66927952	+	9.07	NA	Intergenic	Intergenic	100263	NM_021297	21898	Mm.38049	NM_021297	ENSMUSG00000039005	Tlr4	Lps|Ly87|Ran/M1|Rasl2-8	toll-like receptor 4	protein-coding
Merged-chr9-23115330-1	chr9	23115239	23115423	+	9.04	NA	Intergenic	Intergenic	-107745	NM_028472	73230	Mm.335020	NM_028472	ENSMUSG00000031963	Bmper	3110056H04Rik|CV-2|Crim3|Cv2	BMP-binding endothelial regulator	protein-coding
Merged-chr8-99048465-1	chr8	99048333	99048599	+	9.00	NA	intron (NM_001039154, intron 10 of 12)	intron (NM_001039154, intron 10 of 12)	36579	NR_110579	100873092	Mm.414599	NR_110579	ENSMUSG00000089819	Gm15679	-	predicted gene 15679	ncRNA
Merged-chr16-52419294-1	chr16	52419165	52419425	+	9.00	NA	intron (NM_009655, intron 1 of 15)	intron (NM_009655, intron 1 of 15)	33786	NM_001331110	11658	Mm.288282	NM_009655	ENSMUSG00000022636	Alcam	AI853494|BEN|CD166|DM-GRASP|MuSC|SC1	activated leukocyte cell adhesion molecule	protein-coding
Merged-chr15-44896506-1	chr15	44896338	44896676	+	9.00	NA	Intergenic	Intergenic	15113	NR_033609	239410	Mm.352401	NR_033609	ENSMUSG00000060530	A930017M01Rik	Gm305	Smg-5 homolog, nonsense mediated mRNA decay factor pseudogene	pseudo
Merged-chr14-108157124-1	chr14	108157026	108157223	+	9.00	NA	Intergenic	RLTR9C|LTR|ERVK	757115	NM_199065	76965	Mm.257268	NM_199065	ENSMUSG00000075478	Slitrk1	3200001I04Rik	SLIT and NTRK-like family, member 1	protein-coding
Merged-chr14-13749381-2	chr14	13749275	13749495	+	8.93	NA	Intergenic	RLTR45|LTR|ERVK	78509	NM_177624	218739	Mm.39919	NM_177624	ENSMUSG00000044772	Sntn	A430083B19Rik	sentan, cilia apical structure protein	protein-coding
Merged-chr8-119990258-1	chr8	119990150	119990368	+	8.93	NA	Intergenic	Intergenic	-2179	NM_001310635	78892	Mm.264680	NM_030209	ENSMUSG00000031825	Crispld2	1810049K24Rik|Lcrisp2|Lgl1|coffeecrisp	cysteine-rich secretory protein LCCL domain containing 2	protein-coding
Merged-chr12-84061013-1	chr12	84060897	84061131	+	8.88	NA	TTS (NM_001346701)	TTS (NM_001346701)	-8310	NM_001347417	217698	Mm.484019	NM_145444	ENSMUSG00000042540	Acot5	BC016076|PTE-Ic	acyl-CoA thioesterase 5	protein-coding
Merged-chr15-36364269-3	chr15	36364129	36364378	+	8.86	NA	Intergenic	Intergenic	-81106	NM_001357631	30945	Mm.5181	NM_013923	ENSMUSG00000022280	Rnf19a	AA032313|Dorfin|Rnf19|UIP117|Ubce7ip2|XYbp	ring finger protein 19A	protein-coding
Merged-chr2-83689554-1	chr2	83689482	83689628	+	8.80	NA	Intergenic	ORR1A4|LTR|ERVL-MaLR	-34842	NM_008402	16410	Mm.227	NM_008402	ENSMUSG00000027087	Itgav	1110004F14Rik|2610028E01Rik|CD51|D430040G12Rik	integrin alpha V	protein-coding
Merged-chr8-83244255-1	chr8	83244082	83244430	+	8.80	NA	intron (NM_027758, intron 6 of 17)	intron (NM_027758, intron 6 of 17)	-46092	NM_009463	22227	Mm.4177	NM_009463	ENSMUSG00000031710	Ucp1	AI385626|Slc25a7|Ucp	uncoupling protein 1 (mitochondrial, proton carrier)	protein-coding
Merged-chr12-58714329-1	chr12	58714172	58714487	+	8.80	NA	Intergenic	Intergenic	297688	NM_001361956	20334	Mm.491137	NM_009147	ENSMUSG00000020986	Sec23a	Msec23|Sec23r	SEC23 homolog A, COPII coat complex component	protein-coding
