PeakID (cmd=annotatePeaks.pl /exports/humgen/jihed/Coordinate_TOKEEP/atac_peaks/ATAC_Veronica_DN1/DN1_KO_less_accessible_allvsall.txt mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Merged-chr10-84025281-1	chr10	84025228	84025336	+	12.50	NA	Intergenic	B3|SINE|B2	75415	NR_152790	102637349	Mm.402869	NR_152790	ENSMUSG00000111049	Gm34184	-	predicted gene, 34184	ncRNA
Merged-chr10-70263497-1	chr10	70263426	70263570	+	12.50	NA	intron (NM_025807, intron 2 of 5)	B4|SINE|B4	18222	NM_025807	66859	Mm.19325	NM_025807	ENSMUSG00000037762	Slc16a9	1200003C15Rik|4930425B13Rik|AI552636	solute carrier family 16 (monocarboxylic acid transporters), member 9	protein-coding
Merged-chr10-27948912-1	chr10	27948829	27948997	+	12.50	NA	Intergenic	B1_Mur3|SINE|Alu	-125907	NM_008983	19272	Mm.332303	NM_008983	ENSMUSG00000019889	Ptprk	AI853699|PTPk|RPTPkappa	protein tyrosine phosphatase, receptor type, K	protein-coding
Merged-chr19-3630631-1	chr19	3630545	3630718	+	12.22	NA	intron (NM_008513, intron 5 of 22)	MIR|SINE|MIR	-54882	NM_028999	52036	Mm.284686	NM_028999	ENSMUSG00000024908	Ppp6r3	4930528G08Rik|9130026N02Rik|D19Bwg1430e|D19Ertd703e|Pp6r3|Ppcs3|Pptcs3|Sapl|Saps3|mKIAA1558	protein phosphatase 6, regulatory subunit 3	protein-coding
Merged-chr17-45323887-1	chr17	45323795	45323981	+	12.14	NA	Intergenic	Intergenic	109819	NM_152810	71702	Mm.28270	NM_152810	ENSMUSG00000023932	Cdc5l	1200002I02Rik|AA408004|PCDC5RP	cell division cycle 5-like (S. pombe)	protein-coding
Merged-chr11-34424368-2	chr11	34424192	34424553	+	12.08	NA	intron (NM_033374, intron 27 of 51)	intron (NM_033374, intron 27 of 51)	109550	NM_001025382	574403	Mm.444796	NM_001025382	ENSMUSG00000069911	Insyn2b	EG574403|Fam196b|Gm6041	inhibitory synaptic factor family member 2B	protein-coding
Merged-chr8-79384365-1	chr8	79384251	79384480	+	12.08	NA	intron (NM_008539, intron 1 of 6)	intron (NM_008539, intron 1 of 6)	15063	NM_008539	17125	Mm.223717	NM_008539	ENSMUSG00000031681	Smad1	AI528653|Mad1|Madh1|Madr1|Mlp1|MusMLP|dwf-A|mMad1	SMAD family member 1	protein-coding
Merged-chr10-116829393-1	chr10	116829300	116829487	+	12.00	NA	intron (NM_001033333, intron 9 of 24)	intron (NM_001033333, intron 9 of 24)	67486	NM_001033333	237558	Mm.336386	NM_001033333	ENSMUSG00000034057	Myrfl	Gm239	myelin regulatory factor-like	protein-coding
Merged-chr18-77400231-1	chr18	77400176	77400287	+	12.00	NA	intron (NM_172834, intron 27 of 38)	intron (NM_172834, intron 27 of 38)	118573	NM_172834	240411	Mm.380247	NM_172834	ENSMUSG00000032818	Loxhd1	1700096C21Rik|4932417K07|sba	lipoxygenase homology domains 1	protein-coding
Merged-chr8-36356107-1	chr8	36356020	36356196	+	12.00	NA	Intergenic	Lx9|LINE|L1	-106749	NM_001081150	244421	Mm.324032	NM_001081150	ENSMUSG00000039633	Lonrf1	-	LON peptidase N-terminal domain and ring finger 1	protein-coding
Merged-chr7-80133855-1	chr7	80133724	80133987	+	11.87	NA	Intergenic	L1Md_F3|LINE|L1	-18505	NM_173011	269951	Mm.246432	NM_173011	ENSMUSG00000030541	Idh2	E430004F23|IDPm|Idh-2	isocitrate dehydrogenase 2 (NADP+), mitochondrial	protein-coding
Merged-chr11-79764603-1	chr11	79764530	79764677	+	11.87	NA	Intergenic	MER34A|LTR|ERV1	38203	NR_029959	723853		NR_029959	ENSMUSG00000065489	Mir365-2	Mirn365-2|mir-365-2	microRNA 365-2	ncRNA
Merged-chr17-53901500-1	chr17	53901427	53901575	+	11.78	NA	Intergenic	Intergenic	-55543	NM_026935	69083	Mm.19320	NM_026935	ENSMUSG00000023122	Sult1c2	1810008N17Rik|ST1C1|ST1C2|Sult1c1	sulfotransferase family, cytosolic, 1C, member 2	protein-coding
Merged-chr5-140016294-1	chr5	140016239	140016351	+	11.67	NA	intron (NM_001359025, intron 17 of 17)	MLT1F2|LTR|ERVL-MaLR	108352	NM_175522	243312	Mm.237102	NM_175522	ENSMUSG00000048988	Elfn1	A930017N06Rik|AI197272|Ppp1r28	leucine rich repeat and fibronectin type III, extracellular 1	protein-coding
Merged-chr1-25047701-1	chr1	25047598	25047806	+	11.67	NA	Intergenic	L1Md_A|LINE|L1	230252	NM_001204913	100504323	Mm.484176	NM_001204913		Gm20172	-	predicted gene, 20172	protein-coding
Merged-chr18-82295147-1	chr18	82295092	82295203	+	11.67	NA	Intergenic	L1_Mus1|LINE|L1	111630	NM_008082	14427	Mm.6219	NM_008082	ENSMUSG00000024553	Galr1	Galnr1	galanin receptor 1	protein-coding
Merged-chr18-42975951-4	chr18	42975806	42976153	+	11.67	NA	intron (NM_028392, intron 1 of 8)	intron (NM_028392, intron 1 of 8)	-76473	NR_073583	72930	Mm.26134	NM_027531	ENSMUSG00000024500	Ppp2r2b	2900026H06Rik|6330404L05Rik|E130009M08Rik|PP2A-PR55B|PR55-BETA|SCA12	protein phosphatase 2, regulatory subunit B, beta	protein-coding
Merged-chr19-57707147-1	chr19	57707073	57707222	+	11.67	NA	intron (NM_181415, intron 18 of 28)	intron (NM_181415, intron 18 of 28)	96113	NM_181415	226255	Mm.245340	NM_181415	ENSMUSG00000054843	Atrnl1	AI504415|AW555641|Alp|Atrnl|Atrnlp	attractin like 1	protein-coding
Merged-chr8-90284346-1	chr8	90284262	90284432	+	11.67	NA	intron (NM_172913, intron 1 of 6)	intron (NM_172913, intron 1 of 6)	63905	NM_172913	244579	Mm.302755	NM_172913	ENSMUSG00000043668	Tox3	500-9|BC052044|C230068E13|CAGF9|Tnrc9	TOX high mobility group box family member 3	protein-coding
Merged-chr18-13858605-1	chr18	13858541	13858670	+	11.67	NA	intron (NM_145492, intron 3 of 7)	intron (NM_145492, intron 3 of 7)	114128	NM_145492	225207	Mm.40325	NM_145492	ENSMUSG00000024420	Zfp521	B930086A16Rik|Evi3|Znf521	zinc finger protein 521	protein-coding
Merged-chr2-80348491-1	chr2	80348360	80348623	+	11.56	NA	intron (NM_024181, intron 20 of 22)	intron (NM_024181, intron 20 of 22)	33025	NM_024181	66861	Mm.21762	NM_024181	ENSMUSG00000027006	Dnajc10	1200006L06Rik|D2Ertd706e|ERdj5|JPDI	DnaJ heat shock protein family (Hsp40) member C10	protein-coding
Merged-chr17-80534280-1	chr17	80534147	80534415	+	11.50	NA	intron (NM_001360143, intron 8 of 9)	intron (NM_001360143, intron 8 of 9)	29553	NM_001033443	381113	Mm.329216	NM_001033443	ENSMUSG00000033966	Cdkl4	AU067824|Gm942	cyclin-dependent kinase-like 4	protein-coding
Merged-chr5-9598818-1	chr5	9598689	9598949	+	11.50	NA	intron (NM_181850, intron 1 of 5)	L1_Mus1|LINE|L1	126533	NM_181850	108069	Mm.318966	NM_181850	ENSMUSG00000003974	Grm3	0710001G23Rik|Gprc1c|mGlu3|mGluR3	glutamate receptor, metabotropic 3	protein-coding
Merged-chr5-136275504-1	chr5	136275430	136275579	+	11.50	NA	intron (NM_001291233, intron 23 of 23)	intron (NM_001291233, intron 23 of 23)	-30564	NM_001302938	23921	Mm.425294	NM_018825	ENSMUSG00000005057	Sh2b2	Aps	SH2B adaptor protein 2	protein-coding
Merged-chr9-48416129-1	chr9	48416049	48416210	+	11.50	NA	Intergenic	Intergenic	-38215	NR_026561	667933	Mm.491076	NR_026561		Gm8884	EG667933	predicted gene 8884	ncRNA
Merged-chr9-41538693-1	chr9	41538620	41538767	+	11.50	NA	intron (NR_131930, intron 3 of 3)	intron (NR_131930, intron 3 of 3)	1977	NR_029726	723965		NR_029726	ENSMUSG00000092770	Mirlet7a-2	Mirnlet7a-2|let-7a-2	microRNA let7a-2	ncRNA
Merged-chr15-33363157-1	chr15	33363095	33363221	+	11.25	NA	intron (NM_176073, intron 4 of 7)	intron (NM_176073, intron 4 of 7)	42781	NR_033608	73486	Mm.483393	NM_028551	ENSMUSG00000058101	1700084J12Rik	-	ribosomal protein L7-like 1 pseudogene	pseudo
Merged-chr14-66579946-1	chr14	66579854	66580040	+	11.25	NA	Intergenic	Intergenic	-55304	NM_001271759	11549	Mm.57064	NM_013461	ENSMUSG00000045875	Adra1a	Adra1c	adrenergic receptor, alpha 1a	protein-coding
Merged-chr1-90451196-1	chr1	90451132	90451262	+	11.25	NA	Intergenic	Intergenic	-152228	NM_133805	108679	Mm.119177	NM_133805	ENSMUSG00000034432	Cops8	9430009J09Rik|AA408242|Csn8|Sgn8	COP9 signalosome subunit 8	protein-coding
Merged-chr5-28873656-1	chr5	28873600	28873713	+	11.25	NA	Intergenic	Intergenic	-322337	NM_021470	56874	Mm.87352	NM_021470	ENSMUSG00000029130	Rnf32	1700009J01Rik|2700025B22Rik|4930542N22Rik|Lmbr2	ring finger protein 32	protein-coding
Merged-chr5-118914786-1	chr5	118914733	118914840	+	11.25	NA	Intergenic	Intergenic	-37553	NR_040694	74627	Mm.410828	NR_040694	ENSMUSG00000107144	4930413E15Rik	-	RIKEN cDNA 4930413E15 gene	ncRNA
Merged-chr9-31796110-1	chr9	31796050	31796172	+	11.25	NA	Intergenic	Intergenic	117174	NM_013800	12023	Mm.261044	NM_013800	ENSMUSG00000032033	Barx2	2310006E12Rik|Barx2b	BarH-like homeobox 2	protein-coding
Merged-chr7-87009306-1	chr7	87009208	87009406	+	11.25	NA	intron (NM_001105190, intron 5 of 5)	L1_Mus2|LINE|L1	12842	NM_001105190	621430	Mm.469903	NM_001105190	ENSMUSG00000090362	Vmn2r79	EG621430	vomeronasal 2, receptor 79	protein-coding
Merged-chr12-85905909-1	chr12	85905855	85905964	+	11.25	NA	intron (NM_001364627, intron 17 of 31)	ID_B1|SINE|B4	80989	NM_001364625	320244	Mm.132172	NM_177114	ENSMUSG00000012609	Ttll5	1700048H13Rik|2310009M18Rik|4930556H18Rik|AI428864|D630041K24Rik|R75373|Stamp|mKIAA0998	tubulin tyrosine ligase-like family, member 5	protein-coding
Merged-chr19-24423350-1	chr19	24423276	24423426	+	11.25	NA	intron (NM_008846, intron 3 of 14)	intron (NM_008846, intron 3 of 14)	54123	NM_026520	68034	Mm.440181	NM_026520	ENSMUSG00000074922	Fam122a	2410124L17Rik|2900009I07Rik|Gm9849	family with sequence similarity 122, member A	protein-coding
Merged-chr5-116322759-1	chr5	116322682	116322837	+	11.25	NA	Intergenic	Intergenic	10399	NR_110475	77846	Mm.404871	NR_110475	ENSMUSG00000086715	B230112J18Rik	-	RIKEN cDNA B230112J18 gene	ncRNA
Merged-chr1-91781996-1	chr1	91781921	91782073	+	11.25	NA	Intergenic	Intergenic	-19464	NM_007855	13345	Mm.9474	NM_007855	ENSMUSG00000007805	Twist2	Dermo1|bHLHa39	twist basic helix-loop-helix transcription factor 2	protein-coding
Merged-chr2-165348478-1	chr2	165348398	165348559	+	11.25	NA	Intergenic	MTE-int|LTR|ERVL-MaLR	13641	NM_001005425	381405	Mm.296323	NM_001005425	ENSMUSG00000056824	Zfp663	Gm1008	zinc finger protein 663	protein-coding
Merged-chr17-84779260-1	chr17	84779157	84779365	+	11.11	NA	intron (NM_028233, intron 1 of 37)	Lx5b|LINE|L1	11525	NM_028233	72416	Mm.217027	NM_028233	ENSMUSG00000024120	Lrpprc	3110001K13Rik|C76645|Gp130|Lrp130|Lsfc	leucine-rich PPR-motif containing	protein-coding
Merged-chr11-65208043-1	chr11	65207980	65208108	+	11.00	NA	intron (NM_146386, intron 5 of 12)	MER2|DNA|TcMar-Tigger	-45083	NM_001099288	216831	Mm.134338	NM_175003	ENSMUSG00000033389	Arhgap44	6330543G20|AI840762|AU040829|AW493732|Rich2	Rho GTPase activating protein 44	protein-coding
Merged-chr7-122530164-1	chr7	122530103	122530226	+	11.00	NA	intron (NM_001316672, intron 8 of 16)	ORR1E|LTR|ERVL-MaLR	-141580	NM_019430	54376	Mm.444212	NM_019430	ENSMUSG00000066189	Cacng3	-	calcium channel, voltage-dependent, gamma subunit 3	protein-coding
Merged-chr17-84760503-1	chr17	84760324	84760683	+	10.94	NA	intron (NM_028233, intron 14 of 37)	RSINE1|SINE|B4	30283	NM_028233	72416	Mm.217027	NM_028233	ENSMUSG00000024120	Lrpprc	3110001K13Rik|C76645|Gp130|Lrp130|Lsfc	leucine-rich PPR-motif containing	protein-coding
Merged-chr15-23418290-1	chr15	23418199	23418382	+	10.91	NA	intron (NM_001081299, intron 8 of 11)	L1_Mur2|LINE|L1	381827	NM_001081299	320865	Mm.241965	NM_001081299	ENSMUSG00000040420	Cdh18	B230220E17Rik|Cdh14l|Tg(GFAP-APOE_i4)1Hol	cadherin 18	protein-coding
Merged-chr8-28932393-1	chr8	28932315	28932473	+	10.83	NA	intron (NM_153135, intron 1 of 17)	intron (NM_153135, intron 1 of 17)	287242	NM_001347500	210801	Mm.248433	NM_153135	ENSMUSG00000063626	Unc5d	D930029E11Rik|Unc5h4|mKIAA1777	unc-5 netrin receptor D	protein-coding
Merged-chr12-23010066-1	chr12	23009964	23010169	+	10.83	NA	non-coding (NR_015504, exon 1 of 4)	non-coding (NR_015504, exon 1 of 4)	177	NR_015504	69732	Mm.391403	NM_028362	ENSMUSG00000073164	2410018L13Rik	2810480C08Rik	RIKEN cDNA 2410018L13 gene	ncRNA
Merged-chr15-80552121-1	chr15	80552042	80552202	+	10.83	NA	intron (NM_001163189, intron 1 of 5)	intron (NM_001163189, intron 1 of 5)	8348	NM_001163189	383075	Mm.297626	NM_001163189	ENSMUSG00000050439	Enthd1	Gm1242|Gm86	ENTH domain containing 1	protein-coding
Merged-chr19-24434449-1	chr19	24434291	24434609	+	10.83	NA	intron (NM_008846, intron 3 of 14)	Lx8|LINE|L1	43024	NM_026520	68034	Mm.440181	NM_026520	ENSMUSG00000074922	Fam122a	2410124L17Rik|2900009I07Rik|Gm9849	family with sequence similarity 122, member A	protein-coding
Merged-chr12-107119278-2	chr12	107119157	107119384	+	10.83	NA	Intergenic	Intergenic	-402946	NR_015512	71033	Mm.159404	NR_015512	ENSMUSG00000085820	4933406K04Rik	4930426M03Rik|4930485I22Rik|4933427G14Rik	RIKEN cDNA 4933406K04 gene	ncRNA
Merged-chr16-21552209-1	chr16	21552134	21552285	+	10.83	NA	intron (NM_001081366, intron 35 of 46)	intron (NM_001081366, intron 35 of 46)	129091	NM_001285893	209018	Mm.235683	NM_145948	ENSMUSG00000033653	Vps8	AI315068|AU040738|mKIAA0804	VPS8 CORVET complex subunit	protein-coding
Merged-chr5-126495440-1	chr5	126495361	126495521	+	10.83	NA	Intergenic	Intergenic	-535348	NR_040685	71247	Mm.399586	NR_040685	ENSMUSG00000105490	4933438B17Rik	-	RIKEN cDNA 4933438B17 gene	ncRNA
Merged-chr9-64495291-1	chr9	64495236	64495347	+	10.71	NA	intron (NM_172522, intron 1 of 22)	intron (NM_172522, intron 1 of 22)	109665	NM_001134399	214058	Mm.127721	NM_172522	ENSMUSG00000036466	Megf11	2410080H04Rik|D130061K05	multiple EGF-like-domains 11	protein-coding
Merged-chr4-45681876-1	chr4	45681784	45681970	+	10.71	NA	Intergenic	ORR1F|LTR|ERVL-MaLR	-1712	NM_001033412	329839	Mm.331582	NM_001033412		Gm829	-	predicted gene 829	protein-coding
Merged-chr11-62983735-1	chr11	62983666	62983805	+	10.62	NA	intron (NM_025496, intron 1 of 1)	intron (NM_025496, intron 1 of 1)	20399	NR_126547	74884	Mm.363520	NR_126547	ENSMUSG00000087604	Cdrt4os1	4930452L02Rik	CMT1A duplicated region transcript 4, opposite strand 1	ncRNA
Merged-chr16-93062060-1	chr16	93062002	93062120	+	10.62	NA	Intergenic	Intergenic	-235987	NM_001111022	12394	Mm.4081	NM_009821	ENSMUSG00000022952	Runx1	AML1|CBF-alpha-2|Cbfa2|Pebp2a2|Pebpa2b	runt related transcription factor 1	protein-coding
Merged-chr12-86201689-1	chr12	86201623	86201756	+	10.62	NA	Intergenic	Intergenic	32348	NR_046081	328136	Mm.312050	NR_046081	ENSMUSG00000097543	Gm805	-	predicted gene 805	ncRNA
Merged-chr3-31953776-1	chr3	31953719	31953835	+	10.50	NA	intron (NM_028231, intron 2 of 5)	intron (NM_028231, intron 2 of 5)	51074	NM_028231	72413	Mm.64790	NM_028231	ENSMUSG00000037610	Kcnmb2	2700049B16Rik|3110031N04Rik	potassium large conductance calcium-activated channel, subfamily M, beta member 2	protein-coding
Merged-chr7-81492099-1	chr7	81491933	81492267	+	10.50	NA	intron (NM_021492, intron 1 of 25)	intron (NM_021492, intron 1 of 25)	1825	NM_021492	11775	Mm.322894	NM_021492	ENSMUSG00000062444	Ap3b2	AI549966|AU042881|Naptb|[b]-NAP|beta-NAP|beta3B	adaptor-related protein complex 3, beta 2 subunit	protein-coding
Merged-chr5-124512025-1	chr5	124511928	124512123	+	10.42	NA	intron (NM_021430, intron 4 of 6)	intron (NM_021430, intron 4 of 6)	19366	NM_021430	75695	Mm.41180	NM_021430	ENSMUSG00000029392	Rilpl1	2900002H16Rik|6330559I19Rik|GOSPEL	Rab interacting lysosomal protein-like 1	protein-coding
Merged-chr16-89289660-1	chr16	89289596	89289726	+	10.42	NA	Intergenic	Lx8|LINE|L1	83800	NM_001163615	622935	Mm.459837	NM_001163615	ENSMUSG00000091039	Krtap20-2	1190004K03Rik|EG622935|Gm6371	keratin associated protein 20-2	protein-coding
Merged-chr5-137179223-1	chr5	137179157	137179291	+	10.36	NA	Intergenic	Intergenic	-13178	NM_010843	666339	Mm.7184	NM_010843		Muc3	-	mucin 3, intestinal	protein-coding
Merged-chr15-36461160-1	chr15	36460998	36461323	+	10.30	NA	Intergenic	Intergenic	35574	NM_001358007	68839	Mm.396537	NM_175134	ENSMUSG00000048307	Ankrd46	1110054N06Rik|AI314978|AI987733	ankyrin repeat domain 46	protein-coding
Merged-chr12-83540126-1	chr12	83540020	83540234	+	10.21	NA	intron (NM_030246, intron 13 of 13)	intron (NM_030246, intron 13 of 13)	14078	NM_001165256	73828	Mm.38238	NM_030246	ENSMUSG00000021222	Dcaf4	1110018E21Rik|Wdr21	DDB1 and CUL4 associated factor 4	protein-coding
Merged-chr5-123084850-1	chr5	123084783	123084919	+	10.00	NA	intron (NM_001039723, intron 1 of 11)	B2_Mm2|SINE|B2	8576	NM_001039723	330189	Mm.391872	NM_001039723	ENSMUSG00000054434	Tmem120b	-	transmembrane protein 120B	protein-coding
Merged-chr9-99154917-1	chr9	99154854	99154981	+	10.00	NA	Intergenic	Intergenic	-14706	NM_029094	74769	Mm.213128	NM_029094	ENSMUSG00000032462	Pik3cb	1110001J02Rik|AI447572|p110beta	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta	protein-coding
Merged-chr4-83254954-1	chr4	83254886	83255023	+	10.00	NA	intron (NM_027238, intron 7 of 19)	intron (NM_027238, intron 7 of 19)	69235	NM_027238	69863	Mm.5540	NM_025782	ENSMUSG00000038172	Ttc39b	1810054D07Rik|9130422G05Rik|AI450603|AV103077|AW215585	tetratricopeptide repeat domain 39B	protein-coding
Merged-chr17-32430420-1	chr17	32430336	32430505	+	10.00	NA	Intergenic	(CAGT)n|Simple_repeat|Simple_repeat	-6253	NM_001271478	57757	Mm.86752	NM_021319	ENSMUSG00000079563	Pglyrp2	C730002N09Rik|PGRP-L|Pglyrpl|tagL	peptidoglycan recognition protein 2	protein-coding
Merged-chr6-145547811-1	chr6	145547746	145547877	+	10.00	NA	Intergenic	MYSERV6-int|LTR|ERVK	-68152	NM_009449	22147	Mm.270295	NM_009449	ENSMUSG00000067338	Tuba3b	M[a]7|Tuba7	tubulin, alpha 3B	protein-coding
Merged-chr10-81588767-1	chr10	81588700	81588836	+	10.00	NA	intron (NM_001252401, intron 17 of 19)	intron (NM_001252401, intron 17 of 19)	8599	NM_001359135	114606	Mm.206764	NM_053254	ENSMUSG00000034758	Tle6	1810057E06Rik|Grg6	transducin-like enhancer of split 6	protein-coding
Merged-chr1-111726993-1	chr1	111726894	111727094	+	10.00	NA	Intergenic	Lx5|LINE|L1	137924	NM_001081316	319901	Mm.103468	NM_001081316	ENSMUSG00000038702	Dsel	9330132E09Rik|DS-epi2	dermatan sulfate epimerase-like	protein-coding
Merged-chr19-59791599-1	chr19	59791544	59791656	+	10.00	NA	Intergenic	Intergenic	151764	NM_001033172	74998	Mm.24167	NM_001033172	ENSMUSG00000040022	Rab11fip2	4930470G04Rik|A830046J09Rik|AW558126|Nrip11	RAB11 family interacting protein 2 (class I)	protein-coding
Merged-chr9-70344070-1	chr9	70344012	70344129	+	10.00	NA	intron (NM_181072, intron 15 of 27)	intron (NM_181072, intron 15 of 27)	61683	NR_049200	100885839		NR_049200	ENSMUSG00000093763	Mir5626	Gm25590|mir-5626|mmu-mir-5626	microRNA 5626	ncRNA
Merged-chr14-13648145-1	chr14	13648004	13648287	+	10.00	NA	Intergenic	L1_Mus2|LINE|L1	-22731	NM_177624	218739	Mm.39919	NM_177624	ENSMUSG00000044772	Sntn	A430083B19Rik	sentan, cilia apical structure protein	protein-coding
Merged-chr1-155539877-1	chr1	155539817	155539939	+	10.00	NA	Intergenic	MERVL-int|LTR|ERVL	-12767	NR_132128	433367	Mm.359304	NR_132128	ENSMUSG00000073535	Gm5532	EG433367	predicted gene 5532	ncRNA
Merged-chr1-54103284-1	chr1	54103165	54103404	+	10.00	NA	intron (NM_001001883, intron 1 of 28)	L1_Mus3|LINE|L1	91750	NM_172655	329152	Mm.132150	NM_172655	ENSMUSG00000042807	Hecw2	A730039N16Rik|D030049F17Rik|Gm971|Nedl2|mKIAA1301	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2	protein-coding
Merged-chr2-19187898-1	chr2	19187843	19187954	+	10.00	NA	Intergenic	Intergenic	-11220	NM_001271564	70882	Mm.276696	NM_001081083	ENSMUSG00000037683	Armc3	4921513G22Rik	armadillo repeat containing 3	protein-coding
Merged-chr14-41327890-1	chr14	41327768	41328014	+	10.00	NA	Intergenic	Intergenic	-142693	NM_009160	20390	Mm.1321	NM_009160	ENSMUSG00000021795	Sftpd	AI573415|SP-D|Sfpd|Sftp4	surfactant associated protein D	protein-coding
Merged-chr1-165964718-1	chr1	165964660	165964777	+	10.00	NA	intron (NM_011137, intron 1 of 16)	intron (NM_011137, intron 1 of 16)	-11647	NM_001368808	18986	Mm.245261	NM_011137	ENSMUSG00000026565	Pou2f1	2810482H01Rik|NF-A1|Oct-1|Oct1|Otf-1|Otf1	POU domain, class 2, transcription factor 1	protein-coding
Merged-chr6-85626830-1	chr6	85626761	85626901	+	10.00	NA	intron (NM_145223, intron 9 of 22)	L1MD1|LINE|L1	39300	NM_145223	236266	Mm.246967	NM_145223	ENSMUSG00000063810	Alms1	bbb	ALMS1, centrosome and basal body associated	protein-coding
Merged-chr4-52805348-1	chr4	52805289	52805408	+	10.00	NA	Intergenic	Intergenic	-9256	NR_040661	75367	Mm.159510	NR_040661	ENSMUSG00000089717	4930552N02Rik	-	RIKEN cDNA 4930552N02 gene	ncRNA
Merged-chr7-63532474-1	chr7	63532402	63532547	+	10.00	NA	intron (NM_130880, intron 1 of 13)	Lx2|LINE|L1	87702	NM_130880	170711	Mm.156872	NM_130880	ENSMUSG00000033510	Otud7a	AJ430384|Otud7	OTU domain containing 7A	protein-coding
Merged-chr10-38912431-1	chr10	38912375	38912489	+	10.00	NA	Intergenic	Intergenic	-53083	NM_010681	16775	Mm.258065	NM_010681	ENSMUSG00000019846	Lama4	-	laminin, alpha 4	protein-coding
Merged-chr4-54282664-1	chr4	54282566	54282764	+	10.00	NA	Intergenic	Intergenic	456620	NM_028053	52076	Mm.27184	NM_028053	ENSMUSG00000028420	Tmem38b	1600017F22Rik|AA437809|AV051057|D4Ertd89e|TRIC-B|mg33b	transmembrane protein 38B	protein-coding
Merged-chr7-89424867-2	chr7	89424753	89424953	+	10.00	NA	Intergenic	RMER17C2|LTR|ERVK	-1453	NR_102276	101521	Mm.26902	NR_102276	ENSMUSG00000109311	AI314278	-	expressed sequence AI314278	ncRNA
Merged-chr13-69927798-1	chr13	69927726	69927871	+	10.00	NA	Intergenic	Intergenic	-32035	NR_138559	67550	Mm.158159	NR_138559		4933416O17Rik	-	RIKEN cDNA 4933416O17 gene	ncRNA
Merged-chr9-71278711-1	chr9	71278644	71278780	+	10.00	NA	intron (NM_009022, intron 7 of 13)	intron (NM_009022, intron 7 of 13)	62923	NM_009022	19378	Mm.42016	NM_009022	ENSMUSG00000013584	Aldh1a2	AV116159|Aldh1a7|Raldh1|Raldh2	aldehyde dehydrogenase family 1, subfamily A2	protein-coding
Merged-chr12-56062148-1	chr12	56062091	56062207	+	10.00	NA	Intergenic	Intergenic	-191094	NR_045048	100503961	Mm.136732	NR_045048	ENSMUSG00000112164	Gm19990	-	predicted gene, 19990	ncRNA
Merged-chr11-90630173-1	chr11	90630098	90630249	+	10.00	NA	intron (NM_011505, intron 1 of 17)	intron (NM_011505, intron 1 of 17)	7935	NM_011505	20913	Mm.207203	NM_011505	ENSMUSG00000020546	Stxbp4	6030470M02Rik|Synip	syntaxin binding protein 4	protein-coding
Merged-chr14-53922204-1	chr14	53922137	53922272	+	10.00	NA	Intergenic	L2|LINE|L2	331725	NM_001113358	13135	Mm.319038	NM_010015	ENSMUSG00000022174	Dad1	AI323713	defender against cell death 1	protein-coding
Merged-chr2-130728924-1	chr2	130728862	130728987	+	10.00	NA	intron (NM_029432, intron 28 of 36)	intron (NM_029432, intron 28 of 36)	-31405	NM_001081162	269356	Mm.441391	NM_001081162	ENSMUSG00000074796	Slc4a11	AI503023|BTR1|NaBC1	solute carrier family 4, sodium bicarbonate transporter-like, member 11	protein-coding
Merged-chr6-90849343-1	chr6	90849266	90849422	+	10.00	NA	Intergenic	Intergenic	-39221	NM_001356440	232227	Mm.196943	NM_182784	ENSMUSG00000034312	Iqsec1	AW561907|BC026481|BRAG2|D6Ertd349e|cI-43	IQ motif and Sec7 domain 1	protein-coding
Merged-chr19-40850538-1	chr19	40850479	40850599	+	10.00	NA	Intergenic	Intergenic	-17777	NR_045343	381223	Mm.136844	NR_045343	ENSMUSG00000097740	E030044B06Rik	E030007J07Rik|Gm1618	RIKEN cDNA E030044B06 gene	ncRNA
Merged-chr2-181025553-1	chr2	181025500	181025607	+	10.00	NA	intron (NM_015730, intron 5 of 5)	B3|SINE|B2	13624	NM_015730	11438	Mm.252369	NM_015730	ENSMUSG00000027577	Chrna4	Acra-4|Acra4|EBN1|ENFL1	cholinergic receptor, nicotinic, alpha polypeptide 4	protein-coding
Merged-chr11-46028194-1	chr11	46028114	46028275	+	10.00	NA	Intergenic	Intergenic	-26308	NM_001291890	11492	Mm.89940	NM_009616	ENSMUSG00000011256	Adam19	AL024287|MADDAM|MTLNB|Mltnb	a disintegrin and metallopeptidase domain 19 (meltrin beta)	protein-coding
Merged-chr7-96964767-1	chr7	96964696	96964839	+	10.00	NA	intron (NM_153591, intron 4 of 13)	L1_Mus3|LINE|L1	13240	NM_153591	244141	Mm.274864	NM_153591	ENSMUSG00000018995	Nars2	AI875199	asparaginyl-tRNA synthetase 2 (mitochondrial)(putative)	protein-coding
