PeakID (cmd=annotatePeaks.pl /exports/humgen/jihed/Coordinate_TOKEEP/atac_peaks/ATAC_Veronica_DN1/DN1_KO_More_accessible_Diffbind.txt mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
moreaccessible115	chr17	82379358	82379774	+	0	NA	Intergenic	ERVB4_2-LTR_MM|LTR|ERVK	-641179	NM_001286684	20541	Mm.265834	NM_011406	ENSMUSG00000054640	Slc8a1	AI852629|AV344025|D930008O12Rik|Ncx1	solute carrier family 8 (sodium/calcium exchanger), member 1	protein-coding
moreaccessible83	chr1	12574134	12574622	+	0	NA	Intergenic	RLTR45|LTR|ERVK	-93185	NR_045297	329096	Mm.417782	NR_045297	ENSMUSG00000097171	Gm17644	4932411L15	predicted gene, 17644	ncRNA
moreaccessible126	chr12	14151002	14151547	+	0	NA	intron (NM_029007, intron 1 of 1)	intron (NM_029007, intron 1 of 1)	764	NM_029007	105005	Mm.227253	NM_029007	ENSMUSG00000020607	Lratd1	2310003N02Rik|4731402F03Rik|AW125753|Fam84a|Nse1	LRAT domain containing 1	protein-coding
moreaccessible135	chr6	127302699	127303086	+	0	NA	intron (NR_073373, intron 1 of 3)	L1ME2|LINE|L1	5075	NR_073373	232386	Mm.257367	NR_073373	ENSMUSG00000107153	Gm38404	D130058E03	predicted gene, 38404	ncRNA
moreaccessible64	chr2	37548556	37548978	+	0	NA	intron (NM_146121, intron 19 of 25)	intron (NM_146121, intron 19 of 25)	32141	NM_177383	338346	Mm.445325	NM_177383	ENSMUSG00000053164	Gpr21	C230004C13Rik	G protein-coupled receptor 21	protein-coding
moreaccessible1	chr12	97603233	97603735	+	0	NA	Intergenic	RLTR45|LTR|ERVK	655975	NM_008079	14420	Mm.5120	NM_008079	ENSMUSG00000021003	Galc	2310068B06Rik|A930008M05Rik|AW212969|AW413532|Gacy|twi|twitcher	galactosylceramidase	protein-coding
moreaccessible80	chr18	86226207	86226779	+	0	NA	Intergenic	Intergenic	-168459	NM_144946	246317	Mm.329578	NM_144946	ENSMUSG00000050321	Neto1	AI851453|Btcl1|C130005O10Rik	neuropilin (NRP) and tolloid (TLL)-like 1	protein-coding
moreaccessible34	chr13	84646858	84647711	+	0	NA	Intergenic	Intergenic	424988	NM_001361908	72745	Mm.295063	NM_175187	ENSMUSG00000035762	Tmem161b	2810446P07Rik|AI843389	transmembrane protein 161B	protein-coding
moreaccessible112	chr3	137016554	137017283	+	0	NA	Intergenic	Intergenic	-272699	NR_163863								
moreaccessible13	chr12	68115714	68116097	+	0	NA	Intergenic	RLTR9A4|LTR|ERVK	-893356	NM_207010	320772	Mm.227680	NM_207010	ENSMUSG00000034912	Mdga2	6720489L24Rik|9330209L04Rik|Adp|Mamdc1|Tg(Prnp-PFN1*G118V)838Kiaei	MAM domain containing glycosylphosphatidylinositol anchor 2	protein-coding
moreaccessible67	chr2	181429484	181429779	+	0	NA	intron (NM_028125, intron 1 of 2)	intron (NM_028125, intron 1 of 2)	-5243	NM_027656	72147	Mm.486504	NM_027656	ENSMUSG00000027583	Zbtb46	2610019F01Rik|4933406L05Rik|BZEL|Btbd4	zinc finger and BTB domain containing 46	protein-coding
moreaccessible15	chr4	39113134	39113862	+	0	NA	Intergenic	RLTR45|LTR|ERVK	-258015	NR_151606	102636968	Mm.136083	NR_151606	ENSMUSG00000085632	Gm12381	-	predicted gene 12381	ncRNA
moreaccessible36	chr11	63391395	63391925	+	0	NA	Intergenic	Intergenic	258857	NM_001302260	18858	Mm.1237	NM_008885	ENSMUSG00000018217	Pmp22	22kDa|Gas-3|HNPP|TRE002|Tr|trembler	peripheral myelin protein 22	protein-coding
moreaccessible162	chr19	10951873	10952440	+	0	NA	Intergenic	Intergenic	-2890	NM_023731	108673	Mm.294908	NM_023731	ENSMUSG00000024732	Ccdc86	4933411H20Rik|6720480F16Rik|D19Ertd678e	coiled-coil domain containing 86	protein-coding
moreaccessible122	chr5	72130893	72131659	+	0	NA	intron (NM_001370968, intron 9 of 9)	ORR1A2|LTR|ERVL-MaLR	36913	NM_001356612	27784	Mm.44223	NM_178599	ENSMUSG00000029213	Commd8	C77770|D5Buc26e	COMM domain containing 8	protein-coding
moreaccessible66	chr11	109924994	109925550	+	0	NA	Intergenic	RLTR45|LTR|ERVK	70573	NM_001362749	27404	Mm.341004	NM_013851	ENSMUSG00000020620	Abca8b	Abca8	ATP-binding cassette, sub-family A (ABC1), member 8b	protein-coding
moreaccessible142	chr2	128072834	128073391	+	0	NA	intron (NM_028765, intron 14 of 17)	intron (NM_028765, intron 14 of 17)	-52926	NM_009754	12125	Mm.141083	NM_009754	ENSMUSG00000027381	Bcl2l11	1500006F24Rik|Bim|Bod|bcl2-L-11	BCL2-like 11 (apoptosis facilitator)	protein-coding
moreaccessible27	chr8	46698109	46698357	+	0	NA	Intergenic	MIRb|SINE|MIR	41282	NR_045750	100503498	Mm.187358	NR_045750	ENSMUSG00000097534	Gm16675	-	predicted gene, 16675	ncRNA
moreaccessible153	chr18	6389739	6390469	+	0	NA	Intergenic	RLTR16B_MM|LTR|ERVK	100542	NR_035446	100316773		NR_035446	ENSMUSG00000084514	Mir1893	Mirn1893|mmu-mir-1893	microRNA 1893	ncRNA
moreaccessible30	chr6	77688683	77689304	+	0	NA	intron (NM_145732, intron 4 of 18)	intron (NM_145732, intron 4 of 18)	290674	NM_001109764	12386	Mm.34637	NM_009819	ENSMUSG00000063063	Ctnna2	AI481747|Catna|Catna2|cdf|chp	catenin (cadherin associated protein), alpha 2	protein-coding
moreaccessible84	chr9	98489417	98489888	+	0	NA	promoter-TSS (NM_009034)	promoter-TSS (NM_009034)	-885	NM_009034	19660	Mm.12825	NM_009034	ENSMUSG00000032454	Rbp2	Crbp-2|CrbpII|Rbp-2	retinol binding protein 2, cellular	protein-coding
moreaccessible82	chr16	32683358	32683670	+	0	NA	TTS (NM_001347185)	TTS (NM_001347185)	10360	NM_001289443	51789	Mm.251115	NM_016788	ENSMUSG00000022791	Tnk2	Ack|Ack-1|Ack1|Cdgip|Pyk1	tyrosine kinase, non-receptor, 2	protein-coding
moreaccessible31	chr17	51891749	51891974	+	0	NA	intron (NR_045095, intron 1 of 2)	intron (NR_045095, intron 1 of 2)	9134	NR_045095	100504169	Mm.417731	NR_045095	ENSMUSG00000117175	Gm20098	-	predicted gene, 20098	ncRNA
moreaccessible2	chr2	150268117	150269389	+	0	NA	exon (NM_001142410, exon 4 of 4)	exon (NM_001142410, exon 4 of 4)	11236	NM_001142410	100216455	Mm.484816	NM_001142410	ENSMUSG00000079008	Gm14124	EG640962|Gm10749	predicted gene 14124	protein-coding
moreaccessible88	chr9	20203397	20203920	+	0	NA	Intergenic	RLTR45|LTR|ERVK	-8549	NM_146903	258905	Mm.103798	NM_146903	ENSMUSG00000061457	Olfr871	MOR141-2	olfactory receptor 871	protein-coding
moreaccessible78	chr12	14086384	14087193	+	0	NA	Intergenic	Intergenic	65250	NM_029007	105005	Mm.227253	NM_029007	ENSMUSG00000020607	Lratd1	2310003N02Rik|4731402F03Rik|AW125753|Fam84a|Nse1	LRAT domain containing 1	protein-coding
moreaccessible192	chr6	41253378	41253817	+	0	NA	Intergenic	Intergenic	-48675	NM_011646	22074	Mm.383263	NM_011646	ENSMUSG00000054106	Try4	0910001B19Rik|Td	trypsin 4	protein-coding
moreaccessible188	chr12	108041625	108042281	+	0	NA	Intergenic	Intergenic	-38539	NM_001079883	58208	Mm.392694	NM_021399	ENSMUSG00000048251	Bcl11b	9130430L19Rik|AI604821|B630002E05Rik|BCL-11B|Ctip2|Rit1	B cell leukemia/lymphoma 11B	protein-coding
moreaccessible148	chr18	55106928	55107618	+	0	NA	Intergenic	Intergenic	-114682	NM_001360787	269023	Mm.192984	NM_175751	ENSMUSG00000052713	Zfp608	4932417D18Rik|D430007A19Rik|Znf608	zinc finger protein 608	protein-coding
moreaccessible187	chr11	20107777	20108113	+	0	NA	intron (NM_146243, intron 1 of 8)	intron (NM_146243, intron 1 of 8)	5006	NM_146243	66713	Mm.259045	NM_146243	ENSMUSG00000020152	Actr2	4921510D23Rik|AA409782|Arp2|D6Ertd746e	ARP2 actin-related protein 2	protein-coding
moreaccessible119	chr7	144392030	144392560	+	0	NA	intron (NM_001081370, intron 2 of 10)	ORR1D2|LTR|ERVL-MaLR	78640	NM_001252572	13043	Mm.205601	NM_007803	ENSMUSG00000031078	Cttn	1110020L01Rik|Ems1	cortactin	protein-coding
moreaccessible109	chr17	53347598	53348302	+	0	NA	Intergenic	Intergenic	115371	NM_172497	211482	Mm.60887	NM_172497	ENSMUSG00000023931	Efhb	4921525D22Rik	EF hand domain family, member B	protein-coding
moreaccessible108	chr12	94072559	94073141	+	0	NA	Intergenic	RLTR45|LTR|ERVK	145512	NR_106201	102466888		NR_106201	ENSMUSG00000098931	Mir8099-2	Gm27692|mmu-mir-8099-2	microRNA 8099-2	ncRNA
moreaccessible113	chr4	67637343	67637630	+	0	NA	Intergenic	RLTR45|LTR|ERVK	684475	NR_151548	102633975		NR_151548		Gm12911	-	predicted gene 12911	ncRNA
moreaccessible163	chr4	153656389	153656943	+	0	NA	Intergenic	Intergenic	-173836	NM_001099299	230959	Mm.318874	NM_001099299	ENSMUSG00000039546	Ajap1	Gm573	adherens junction associated protein 1	protein-coding
moreaccessible191	chr2	153161038	153161984	+	0	NA	5' UTR (NM_133847, exon 1 of 18)	5' UTR (NM_133847, exon 1 of 18)	210	NM_133847	99237	Mm.330674	NM_133847	ENSMUSG00000068040	Tm9sf4	AA986553|AU045326|B930079E06|mKIAA0255	transmembrane 9 superfamily protein member 4	protein-coding
moreaccessible125	chr16	20000377	20000737	+	0	NA	Intergenic	RLTR45|LTR|ERVK	-17508	NM_183390	239743	Mm.86699	NM_183390	ENSMUSG00000043008	Klhl6	-	kelch-like 6	protein-coding
moreaccessible60	chr1	102357835	102358501	+	0	NA	Intergenic	RLTR45|LTR|ERVK	1202400	NR_037989	100504525	Mm.87065	NR_037989	ENSMUSG00000100684	Gm20268	-	predicted gene, 20268	ncRNA
moreaccessible116	chr9	41222714	41222946	+	0	NA	Intergenic	Intergenic	16675	NR_040392	78500	Mm.275715	NR_040392	ENSMUSG00000100837	1700063D05Rik	-	RIKEN cDNA 1700063D05 gene	ncRNA
moreaccessible99	chr1	38677113	38677601	+	0	NA	Intergenic	Lx6|LINE|L1	-50113	NM_001290814	16764	Mm.336679	NM_010678	ENSMUSG00000037138	Aff3	3222402O04Rik|A730046J16|LAF-4|Laf4	AF4/FMR2 family, member 3	protein-coding
moreaccessible171	chr1	13615775	13616452	+	0	NA	Intergenic	Tigger7|DNA|TcMar-Tigger	-26203	NM_028173	72265	Mm.28765	NM_028173	ENSMUSG00000025935	Tram1	1810049E02Rik|TRAMP	translocating chain-associating membrane protein 1	protein-coding
moreaccessible38	chr16	42456440	42457180	+	0	NA	Intergenic	Intergenic	-116159	NM_008083	14432	Mm.1222	NM_008083	ENSMUSG00000047261	Gap43	B-50|Basp2|GAP-43	growth associated protein 43	protein-coding
moreaccessible57	chr5	103404617	103405033	+	0	NA	Intergenic	Intergenic	-20367	NM_011204	19249	Mm.3414	NM_011204	ENSMUSG00000034573	Ptpn13	AI324989|PTP-BL|PTPL1|Ptpri|RIP	protein tyrosine phosphatase, non-receptor type 13	protein-coding
moreaccessible22	chr7	13065130	13065641	+	0	NA	Intergenic	RLTR45|LTR|ERVK	-10621	NM_001290452	109889	Mm.10103	NM_145819	ENSMUSG00000030380	Mzf1	Mzf-2|Mzf2|Zfp121|Zfp98|Znf42	myeloid zinc finger 1	protein-coding
moreaccessible183	chr8	81766024	81766441	+	0	NA	intron (NM_001297593, intron 4 of 23)	intron (NM_001297593, intron 4 of 23)	423670	NM_001297596	234515	Mm.324468	NM_001024617	ENSMUSG00000037940	Inpp4b	E130107I17Rik	inositol polyphosphate-4-phosphatase, type II	protein-coding
moreaccessible33	chr12	57972501	57973180	+	0	NA	Intergenic	L1MA9|LINE|L1	-238964	NM_009216	20605	Mm.278336	NM_009216	ENSMUSG00000035431	Sstr1	SRIF-2|SS-1-R|SS1-R|SS1R|Smstr-1|Smstr1|sst1	somatostatin receptor 1	protein-coding
moreaccessible150	chr6	122284440	122285158	+	0	NA	Intergenic	MTEa|LTR|ERVL-MaLR	-1966	NM_016970	50928	Mm.20434	NM_016970	ENSMUSG00000030114	Klrg1	2F1-Ag|MAFA|MAFA-L	killer cell lectin-like receptor subfamily G, member 1	protein-coding
moreaccessible17	chr13	83059704	83060162	+	0	NA	Intergenic	Intergenic	-361600	NR_039537	100628621		NR_039537	ENSMUSG00000106655	Mir3961	mmu-mir-3961	microRNA 3961	ncRNA
moreaccessible174	chr6	37046104	37046947	+	0	NA	intron (NM_001347104, intron 12 of 32)	intron (NM_001347104, intron 12 of 32)	-236346	NM_008973	19242	Mm.279690	NM_008973	ENSMUSG00000029838	Ptn	HARP|HB-GAM|HBBM|HBBN|HBGF-8|HBNF|OSF|Osf-1|Osf1	pleiotrophin	protein-coding
moreaccessible154	chr3	28244173	28244932	+	0	NA	Intergenic	MTEa|LTR|ERVL-MaLR	-18662	NM_001163007	665113	Mm.126193	NM_026910	ENSMUSG00000027692	Tnik	1500031A17Rik|4831440I19Rik|AI451411|C530008O15Rik|C630040K21Rik	TRAF2 and NCK interacting kinase	protein-coding
moreaccessible93	chr17	94424048	94425014	+	0	NA	Intergenic	Intergenic	325488	NM_001357135	76781	Mm.139146	NM_176917	ENSMUSG00000055660	Mettl4	2410198H06Rik|A730091E08Rik|AV296509|HsT661	methyltransferase like 4	protein-coding
moreaccessible168	chr1	92956704	92957168	+	0	NA	Intergenic	IAPEY4_LTR|LTR|ERVK	-6346	NR_015525	100037260	Mm.442236	NR_015525	ENSMUSG00000100632	9430060I03Rik	-	RIKEN cDNA 9430060I03 gene	ncRNA
moreaccessible54	chr10	99358328	99358633	+	0	NA	Intergenic	URR1A|DNA|hAT-Charlie	95249	NM_026268	67603	Mm.1791	NM_026268	ENSMUSG00000019960	Dusp6	1300019I03Rik|MKP-3|MKP3|PYST1	dual specificity phosphatase 6	protein-coding
moreaccessible139	chr9	113695583	113696035	+	0	NA	intron (NM_001164677, intron 3 of 17)	intron (NM_001164677, intron 3 of 17)	12450	NM_001164677	18571	Mm.29816	NM_011052	ENSMUSG00000032504	Pdcd6ip	AI480591|AW544830|Aip1|Alix|C76364|Eig2|mKIAA1375	programmed cell death 6 interacting protein	protein-coding
moreaccessible132	chr1	138327439	138328909	+	0	NA	Intergenic	Intergenic	54436	NM_177397	338375	Mm.114424	NM_177397	ENSMUSG00000026394	Atp6v1g3	-	ATPase, H+ transporting, lysosomal V1 subunit G3	protein-coding
moreaccessible65	chr9	115358053	115358752	+	0	NA	Intergenic	ORR1B2|LTR|ERVL-MaLR	22241	NR_040730	73856	Mm.399156	NR_040730		4930428G15Rik	-	RIKEN cDNA 4930428G15 gene	ncRNA
moreaccessible121	chr2	141834236	141834898	+	0	NA	intron (NM_001013802, intron 8 of 18)	intron (NM_001013802, intron 8 of 18)	1066897	NM_001355123	16558	Mm.251934	NM_001081133	ENSMUSG00000038844	Kif16b	8430434E15Rik|AA623607|AI789011|C80253|C80902|mKIAA1590	kinesin family member 16B	protein-coding
moreaccessible9	chr12	58067419	58068313	+	0	NA	Intergenic	Intergenic	-143938	NM_009216	20605	Mm.278336	NM_009216	ENSMUSG00000035431	Sstr1	SRIF-2|SS-1-R|SS1-R|SS1R|Smstr-1|Smstr1|sst1	somatostatin receptor 1	protein-coding
moreaccessible68	chr13	56554387	56554983	+	0	NA	Intergenic	Lx9|LINE|L1	-6147	NM_010702	16841	Mm.16973	NM_010702	ENSMUSG00000021539	Lect2	-	leukocyte cell-derived chemotaxin 2	protein-coding
moreaccessible91	chr4	33387078	33387519	+	0	NA	intron (NM_001305273, intron 12 of 15)	Lx7|LINE|L1	-50783	NR_106198	102465904		NR_106198	ENSMUSG00000098310	Mir8118	Gm27954|mmu-mir-8118	microRNA 8118	ncRNA
moreaccessible169	chr15	90716604	90717287	+	0	NA	Intergenic	MERVL_2A-int|LTR|ERVL	-37557	NM_001033851	66871	Mm.290991	NM_025815	ENSMUSG00000052560	Cpne8	1200003E11Rik|1500031E20Rik	copine VIII	protein-coding
moreaccessible151	chr11	77370939	77371604	+	0	NA	intron (NM_001291190, intron 1 of 13)	intron (NM_001291190, intron 1 of 13)	22991	NM_001291190	237860	Mm.440381	NM_177710	ENSMUSG00000037926	Ssh2	SSH-2|SSH-2L|mSSH-2L	slingshot protein phosphatase 2	protein-coding
moreaccessible149	chr8	126200007	126200679	+	0	NA	intron (NM_001363500, intron 2 of 7)	intron (NM_001363500, intron 2 of 7)	61218	NM_001363500	210027	Mm.405238	NM_175434	ENSMUSG00000057060	Slc35f3	B230375D17Rik	solute carrier family 35, member F3	protein-coding
moreaccessible158	chr7	19300495	19302456	+	0	NA	Intergenic	Intergenic	8570	NM_001347586	14282	Mm.248335	NM_008036	ENSMUSG00000003545	Fosb	-	FBJ osteosarcoma oncogene B	protein-coding
moreaccessible172	chr4	117202056	117202991	+	0	NA	Intergenic	Intergenic	-19899	NM_134471	73804	Mm.247651	NM_134471	ENSMUSG00000028678	Kif2c	4930402F02Rik|ESTM5|Knsl6|MCAK|X83316	kinesin family member 2C	protein-coding
moreaccessible137	chrX	50410283	50411089	+	0	NA	Intergenic	RLTR45|LTR|ERVK	15808	NM_146292	258289	Mm.451653	NM_146292	ENSMUSG00000048173	Olfr1324	MOR128-2	olfactory receptor 1324	protein-coding
moreaccessible58	chr6	102746519	102746896	+	0	NA	Intergenic	RLTR45|LTR|ERVK	-47677	NR_105792	102466636		NR_105792	ENSMUSG00000098533	Mir6373	Gm27870|mmu-mir-6373	microRNA 6373	ncRNA
moreaccessible62	chr18	46047505	46047770	+	0	NA	Intergenic	RLTR45|LTR|ERVK	-2377	NR_040342	107003	Mm.395148	NR_040342		A330093E20Rik	AU043608	RIKEN cDNA A330093E20 gene	ncRNA
moreaccessible134	chr12	99642421	99642824	+	0	NA	Intergenic	Lx9|LINE|L1	-14648	NR_045288	73457	Mm.383439	NR_045288	ENSMUSG00000100211	1700064M15Rik	-	RIKEN cDNA 1700064M15 gene	ncRNA
moreaccessible98	chr1	166516547	166517378	+	0	NA	Intergenic	RLTR45|LTR|ERVK	-19374	NM_001164306	226601	Mm.475593	NM_001164306	ENSMUSG00000086056	Gm4846	EG226601|Fmo13	predicted gene 4846	protein-coding
moreaccessible21	chr1	10210934	10211557	+	0	NA	intron (NM_001102430, intron 5 of 37)	Lx8|LINE|L1	21425	NM_001102430	211673	Mm.229141	NM_001102430	ENSMUSG00000067851	Arfgef1	ARFGEP1|BIG1|D130059B05Rik|D730028O18Rik|P200	ADP-ribosylation factor guanine nucleotide-exchange factor 1(brefeldin A-inhibited)	protein-coding
moreaccessible189	chr3	18613389	18614083	+	0	NA	Intergenic	RLTR45|LTR|ERVK	-133259	NR_040544	73959	Mm.60616	NR_040544	ENSMUSG00000102699	4930433B08Rik	-	RIKEN cDNA 4930433B08 gene	ncRNA
moreaccessible73	chr11	47170909	47171454	+	0	NA	intron (NM_011891, intron 3 of 7)	ORR1B2|LTR|ERVL-MaLR	208144	NM_011891	24052	Mm.34175	NM_011891	ENSMUSG00000020354	Sgcd	35DAG|A530047J11Rik|AI504364|AW547581|SG-delta|delta-SG	sarcoglycan, delta (dystrophin-associated glycoprotein)	protein-coding
moreaccessible40	chr3	149146690	149147033	+	0	NA	Intergenic	Intergenic	-127876	NR_040591	381482	Mm.393866	NR_040591		Gm1653	-	predicted gene 1653	ncRNA
moreaccessible165	chr2	148718946	148719855	+	0	NA	intron (NM_019632, intron 1 of 10)	ORR1E|LTR|ERVL-MaLR	13020	NM_019632	17957	Mm.274308	NM_019632	ENSMUSG00000027438	Napb	Brp14|E161|I47|SNARE|b-SNAP	N-ethylmaleimide sensitive fusion protein attachment protein beta	protein-coding
moreaccessible117	chr10	126012114	126012451	+	0	NA	intron (NM_177152, intron 16 of 18)	intron (NM_177152, intron 16 of 18)	46063	NM_177152	320398	Mm.275586	NM_177152	ENSMUSG00000020105	Lrig3	9030421L11Rik|9130004I02Rik|9430095K15Rik|mKIAA3016	leucine-rich repeats and immunoglobulin-like domains 3	protein-coding
moreaccessible70	chr13	45371738	45372129	+	0	NA	Intergenic	Intergenic	-17809	NM_153789	218203	Mm.212855	NM_153789	ENSMUSG00000038175	Mylip	9430057C20Rik|Mir	myosin regulatory light chain interacting protein	protein-coding
moreaccessible123	chr11	110903655	110904420	+	0	NA	Intergenic	L2|LINE|L2	-63996	NM_001252207	16517	Mm.30176	NM_010604	ENSMUSG00000051497	Kcnj16	6430410F18Rik|AI132396|Kir5.1	potassium inwardly-rectifying channel, subfamily J, member 16	protein-coding
moreaccessible76	chr14	87091206	87091863	+	0	NA	intron (NM_019670, intron 2 of 27)	intron (NM_019670, intron 2 of 27)	49690	NM_019670	56419	Mm.440585	NM_019670	ENSMUSG00000022021	Diaph3	4930417P13Rik|Dia2|Diap3|Drf3|p134MDia2	diaphanous related formin 3	protein-coding
moreaccessible103	chr17	19401423	19401917	+	0	NA	Intergenic	Lx4A|LINE|L1	39535	NM_001104551	665376	Mm.469859	NM_001104551	ENSMUSG00000090304	Vmn2r99	EG665376	vomeronasal 2, receptor 99	protein-coding
moreaccessible32	chr8	128549836	128550081	+	0	NA	Intergenic	Intergenic	-135696	NM_010578	16412	Mm.263396	NM_010578	ENSMUSG00000025809	Itgb1	4633401G24Rik|AA409975|AA960159|CD29|Fnrb|Gm9863|gpIIa	integrin beta 1 (fibronectin receptor beta)	protein-coding
moreaccessible87	chr17	82377165	82377551	+	0	NA	Intergenic	RMER19B|LTR|ERVK	-638971	NM_001286684	20541	Mm.265834	NM_011406	ENSMUSG00000054640	Slc8a1	AI852629|AV344025|D930008O12Rik|Ncx1	solute carrier family 8 (sodium/calcium exchanger), member 1	protein-coding
moreaccessible156	chr11	75290950	75291360	+	0	NA	Intergenic	Intergenic	57228	NM_001164223	68275	Mm.102574	NM_026653	ENSMUSG00000000751	Rpa1	5031405K23Rik|70kDa|AA589576|AW557552|RF-A|RP-A|Rpa	replication protein A1	protein-coding
moreaccessible50	chr2	124444270	124444500	+	0	NA	intron (NM_001290997, intron 4 of 20)	intron (NM_001290997, intron 4 of 20)	-165911	NM_001291000	214968	Mm.330536	NM_172537	ENSMUSG00000027200	Sema6d	1110067B02Rik|AA409156|D330011G23|mKIAA1479	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D	protein-coding
moreaccessible104	chr1	143830792	143831246	+	0	NA	Intergenic	Intergenic	53741	NM_001159866	56207	Mm.261004	NM_019562	ENSMUSG00000018189	Uchl5	5830413B11Rik|Uch37	ubiquitin carboxyl-terminal esterase L5	protein-coding
moreaccessible157	chr1	138185984	138186330	+	0	NA	Intergenic	Intergenic	-10852	NM_011210	19264	Mm.391573	NM_011210	ENSMUSG00000026395	Ptprc	B220|CD45R|Cd45|L-CA|Ly-5|Lyt-4|T200|loc	protein tyrosine phosphatase, receptor type, C	protein-coding
moreaccessible97	chr15	78752645	78753875	+	0	NA	Intergenic	Intergenic	20185	NM_008595	17305	Mm.149235	NM_008595	ENSMUSG00000018169	Mfng	AW546563	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	protein-coding
moreaccessible42	chr13	62956843	62957103	+	0	NA	Intergenic	MLT1A1|LTR|ERVL-MaLR	-7920	NM_001289926	72061	Mm.188105	NM_028079	ENSMUSG00000021458	Aopep	2010111I01Rik|2300006M17Rik|AP-O|AW742919|ApO|mir-23b|mir-24-1|mir-27b	aminopeptidase O	protein-coding
moreaccessible26	chr10	13315894	13316231	+	0	NA	intron (NM_001195065, intron 1 of 12)	intron (NM_001195065, intron 1 of 12)	8227	NM_001195096	215789	Mm.283359	NM_001033257	ENSMUSG00000062866	Phactr2	AV158170|BC012871	phosphatase and actin regulator 2	protein-coding
moreaccessible164	chr11	87471015	87472282	+	0	NA	intron (NM_031386, intron 2 of 30)	intron (NM_031386, intron 2 of 30)	44057	NM_001199293	83560	Mm.440758	NM_031386	ENSMUSG00000010342	Tex14	C85585	testis expressed gene 14	protein-coding
moreaccessible145	chr15	60119833	60120481	+	0	NA	Intergenic	Intergenic	-103539	NM_027668	71088	Mm.425950	NM_027668	ENSMUSG00000071749	4933412E24Rik	-	RIKEN cDNA 4933412E24 gene	protein-coding
